Date,Forecast
2020-01-06,64.89451026916504
2020-01-13,60.038690984249115
2020-01-20,56.170983374118805
2020-01-27,51.326012432575226
2020-02-03,51.2073649764061
2020-02-10,59.511986672878265
2020-02-17,75.00060415267944
2020-02-24,94.28580760955809
2020-03-02,117.44145596027373
2020-03-09,143.2019374370575
2020-03-16,155.03383564949036
2020-03-23,141.20692443847656
2020-03-30,115.25673222541808
2020-04-06,87.76167756319046
2020-04-13,65.97286742925644
2020-04-20,57.330833077430725
2020-04-27,64.97874540090561
2020-05-04,83.09414732456207
2020-05-11,100.5950343608856
2020-05-18,111.63604855537413
2020-05-25,120.67220401763915
2020-06-01,161.3758885860443
2020-06-08,260.7465229034424
2020-06-15,275.8511939048767
2020-06-22,165.3408546447754
2020-06-29,119.60736882686614
2020-07-06,95.96370947360991
2020-07-13,84.59057152271271
2020-07-20,88.42281115055084
2020-07-27,107.74748772382735
2020-08-03,132.54393076896667
2020-08-10,159.63376665115356
2020-08-17,241.00353527069092
2020-08-24,308.79206919670105
2020-08-31,221.68132543563843
2020-09-07,132.44670414924622
2020-09-14,117.22381007671355
2020-09-21,102.60434913635252
2020-09-28,90.71227312088011
2020-10-05,74.64958995580673
2020-10-12,63.34071981906891
2020-10-19,69.20188346505165
2020-10-26,93.17454469203948
2020-11-02,137.72972536087036
2020-11-09,200.48367309570312
2020-11-16,197.1844186782837
2020-11-23,144.59218049049377
2020-11-30,118.53039622306822
2020-12-07,98.7457764148712
2020-12-14,67.5305754840374
2020-12-21,38.23547297716141
2020-12-28,28.0
2021-01-04,28.0
2021-01-11,36.23307567834854
2021-01-18,66.9068540930748
2021-01-25,93.86270630359648
2021-02-01,119.30649042129515
2021-02-08,143.53623616695404
2021-02-15,149.1760379076004
2021-02-22,134.152148604393
2021-03-01,110.65301889181136
2021-03-08,82.38564175367355
2021-03-15,56.3861466050148
2021-03-22,43.069399297237396
2021-03-29,49.12664741277695
2021-04-05,69.78367295861244
2021-04-12,91.80633783340453
2021-04-19,108.71981757879256
2021-04-26,125.20060491561888
2021-05-03,153.35176420211792
2021-05-10,198.94500136375427
2021-05-17,210.37719249725342
2021-05-24,158.45362603664398
2021-05-31,112.6703916788101
2021-06-07,85.1927792429924
2021-06-14,75.86545848846436
2021-06-21,83.59291648864746
2021-06-28,103.11208343505858
2021-07-05,122.94257926940917
2021-07-12,135.41996717453003
2021-07-19,195.32934665679932
2021-07-26,317.2981252670288
2021-08-02,311.9822778701782
2021-08-09,172.76502585411072
2021-08-16,130.74433648586273
2021-08-23,123.96294951438902
2021-08-30,109.74806016683577
2021-09-06,91.91553211212157
2021-09-13,82.53512078523636
2021-09-20,92.10417127609252
2021-09-27,117.62384605407713
2021-10-04,164.31783199310303
2021-10-11,238.4259901046753
2021-10-18,224.06356859207153
2021-10-25,144.58490228652954
2021-11-01,114.66911804676054
2021-11-08,99.07889747619627
2021-11-15,70.31657594442368
2021-11-22,43.41356498003006
2021-11-29,28.0
2021-12-06,28.0
2021-12-13,35.045752346515656
2021-12-20,66.55774167180061
2021-12-27,98.00947892665862
2022-01-03,130.84607219696045
2022-01-10,156.14266896247864
2022-01-17,152.40678596496582
2022-01-24,135.19907474517822
2022-01-31,113.08242714405058
2022-02-07,83.13746643066406
2022-02-14,52.01010525226593
2022-02-21,31.703693389892578
2022-02-28,33.00360608100891
2022-03-07,54.682919561862946
2022-03-14,81.60181844234467
2022-03-21,103.27688807249068
2022-03-28,123.44824469089507
2022-04-04,149.25666046142578
2022-04-11,171.078031539917
2022-04-18,162.711629986763
2022-04-25,132.9211242198944
2022-05-02,101.60778689384459
2022-05-09,78.40030521154404
2022-05-16,69.52236050367355
2022-05-23,76.84836614131927
2022-05-30,94.211168885231
2022-06-06,110.14124763011931
2022-06-13,115.54135668277739
2022-06-20,135.36301469802856
2022-06-27,241.5497612953186
2022-07-04,332.852920293808
2022-07-11,255.7954981327057
2022-07-18,154.83312273025513
2022-07-25,130.02469611167908
2022-08-01,109.77229785919188
2022-08-08,94.19757795333861
2022-08-15,90.11161971092223
2022-08-22,104.98072516918181
2022-08-29,131.58894765377045
2022-09-05,171.37342476844788
2022-09-12,253.21336960792542
2022-09-19,266.83345675468445
2022-09-26,163.09634566307068
2022-10-03,121.76956832408904
2022-10-10,109.52118921279906
2022-10-17,85.58655023574829
2022-10-24,65.77702432870865
2022-10-31,48.24942755699158
2022-11-07,37.15324330329895
2022-11-14,44.91259914636612
2022-11-21,72.2114075422287
2022-11-28,110.67858278751372
2022-12-05,157.75881218910217
2022-12-12,176.73470258712769
2022-12-19,153.01238346099854
2022-12-26,132.16209030151367
2023-01-02,111.0384560227394
2023-01-09,80.35404145717621
2023-01-16,48.034418165683746
2023-01-23,28.0
2023-01-30,28.0
2023-02-06,42.270759642124176
2023-02-13,71.87306123971939
2023-02-20,96.87813198566435
2023-02-27,119.32911014556883
2023-03-06,143.0839902162552
2023-03-13,154.44115006923676
2023-03-20,141.04309058189392
2023-03-27,115.3526962995529
2023-04-03,87.79046678543091
2023-04-10,65.97713780403137
2023-04-17,57.33794683218002
2023-04-24,64.96541440486908
2023-05-01,83.08096486330032
2023-05-08,100.59491765499114
2023-05-15,111.63098245859145
2023-05-22,120.66863918304442
2023-05-29,161.3742334842682
2023-06-05,260.7421941757202
2023-06-12,275.85074830055237
2023-06-19,165.34022867679596
2023-06-26,119.60767650604247
2023-07-03,95.9637837409973
2023-07-10,84.59065639972687
2023-07-17,88.422896027565
2023-07-24,107.74753016233443
2023-07-31,132.54395198822021
2023-08-07,159.63376665115356
