Date,Forecast
2020-01-06,49.83975225687027
2020-01-13,47.08876356482506
2020-01-20,60.3598470389843
2020-01-27,71.32985630631447
2020-02-03,84.7811416387558
2020-02-10,94.67729222774504
2020-02-17,94.74959683418273
2020-02-24,84.32058835029602
2020-03-02,69.23283970355988
2020-03-09,56.71161812543869
2020-03-16,52.840316504240036
2020-03-23,59.29418960213661
2020-03-30,70.67687886953354
2020-04-06,79.69852566719055
2020-04-13,86.2019510269165
2020-04-20,88.78958594799042
2020-04-27,85.49299985170364
2020-05-04,75.1859490275383
2020-05-11,59.11316815018654
2020-05-18,40.36671623587608
2020-05-25,28.0
2020-06-01,28.0
2020-06-08,28.0
2020-06-15,28.0
2020-06-22,28.0
2020-06-29,28.784083247184753
2020-07-06,36.2810418009758
2020-07-13,37.880222886800766
2020-07-20,33.03568959236145
2020-07-27,28.0
2020-08-03,28.0
2020-08-10,28.0
2020-08-17,28.0
2020-08-24,28.0
2020-08-31,28.0
2020-09-07,28.0
2020-09-14,28.0
2020-09-21,28.0
2020-09-28,30.037562906742096
2020-10-05,36.240481197834015
2020-10-12,37.490178525447845
2020-10-19,35.40766793489456
2020-10-26,31.4214985370636
2020-11-02,28.0
2020-11-09,28.0
2020-11-16,28.0
2020-11-23,28.0
2020-11-30,32.17250892519951
2020-12-07,44.410275757312775
2020-12-14,60.00172704458237
2020-12-21,74.6243337392807
2020-12-28,85.39634615182877
2021-01-04,91.67753696441649
2021-01-11,93.08894091844557
2021-01-18,89.382133603096
2021-01-25,80.97731989622116
2021-02-01,70.11823427677155
2021-02-08,61.64766210317612
2021-02-15,59.984412133693695
2021-02-22,66.20143061876297
2021-03-01,76.91898912191391
2021-03-08,88.0987719297409
2021-03-15,97.57221376895903
2021-03-22,103.35025894641875
2021-03-29,103.37981206178664
2021-04-05,95.9526011943817
2021-04-12,81.53307867050171
2021-04-19,62.59289762377739
2021-04-26,43.71624702215195
2021-05-03,30.500296473503113
2021-05-10,28.0
2021-05-17,29.180299758911133
2021-05-24,36.88195249438286
2021-05-31,45.2105413377285
2021-06-07,51.613957703113556
2021-06-14,52.47871920466423
2021-06-21,46.47009235620499
2021-06-28,35.07926285266876
2021-07-05,28.0
2021-07-12,28.0
2021-07-19,28.0
2021-07-26,28.0
2021-08-02,28.0
2021-08-09,28.0
2021-08-16,28.0
2021-08-23,28.0
2021-08-30,28.0
2021-09-06,29.734769463539124
2021-09-13,28.789297878742218
2021-09-20,28.0
2021-09-27,28.0
2021-10-04,28.0
2021-10-11,28.0
2021-10-18,28.0
2021-10-25,28.0
2021-11-01,28.0
2021-11-08,28.740477681159973
2021-11-15,43.12718993425369
2021-11-22,56.45663696527481
2021-11-29,66.09902650117874
2021-12-06,71.5850655734539
2021-12-13,73.13245046138763
2021-12-20,70.9692722260952
2021-12-27,65.59395256638527
2022-01-03,58.575225591659546
2022-01-10,53.50651088356972
2022-01-17,53.92788016796112
2022-01-24,60.78976237773895
2022-01-31,72.41441214084625
2022-02-07,86.49532842636108
2022-02-14,99.4446643590927
2022-02-21,108.40886002779006
2022-02-28,111.71577990055083
2022-03-07,107.86645877361296
2022-03-14,96.83213925361632
2022-03-21,80.24053436517715
2022-03-28,62.06555938720703
2022-04-04,48.42605131864548
2022-04-11,43.53623613715172
2022-04-18,47.67060875892639
2022-04-25,56.55942037701607
2022-05-02,64.61345064640045
2022-05-09,69.9855794608593
2022-05-16,70.71063339710236
2022-05-23,65.07260346412659
2022-05-30,53.239190727472305
2022-06-06,37.41151875257492
2022-06-13,28.0
2022-06-20,28.0
2022-06-27,28.0
2022-07-04,28.0
2022-07-11,28.0
2022-07-18,28.0
2022-07-25,28.0
2022-08-01,28.0
2022-08-08,30.163748502731323
2022-08-15,28.0
2022-08-22,28.0
2022-08-29,28.0
2022-09-05,28.0
2022-09-12,28.0
2022-09-19,28.0
2022-09-26,28.0
2022-10-03,28.0
2022-10-10,28.0
2022-10-17,28.8965665102005
2022-10-24,40.947129130363464
2022-10-31,48.76349580287933
2022-11-07,52.30459135770798
2022-11-14,52.446648955345154
2022-11-21,49.99900275468826
2022-11-28,45.83190208673477
2022-12-05,41.307938665151596
2022-12-12,38.822554022073746
2022-12-19,40.75278198719025
2022-12-26,47.971126437187195
