Year,Week,Month,Chlamydia,Dengue,Giardiasis,Gonorrhea,Haemophilus,HepatitisA,HepatitisB,HepatitisC,Legionellosis,Lyme disease,Malaria,Syphilis,chickenpox,Date
2006,1,1,3770,0.0,89,1561,15,44,10,0.0,8,14.0,4,18,211,2006-01-02
2006,2,1,7070,0.0,107,2770,13,22,22,0.0,11,17.0,4,52,614,2006-01-09
2006,3,1,9379,0.0,115,3450,13,21,25,0.0,13,22.0,18,83,475,2006-01-16
2006,4,1,11315,0.0,166,4030,29,29,71,0.0,10,22.0,15,85,813,2006-01-23
2006,5,1,11824,0.0,144,3873,29,42,32,0.0,19,35.0,11,90,703,2006-01-30
2006,6,2,10053,0.0,131,3370,20,19,19,0.0,11,33.0,6,77,776,2006-02-06
2006,7,2,8696,0.0,177,3266,20,46,25,0.0,16,31.0,9,80,692,2006-02-13
2006,8,2,8326,0.0,153,2968,21,31,35,0.0,15,23.0,20,71,452,2006-02-20
2006,9,2,13035,0.0,169,4884,36,44,95,0.0,19,39.0,5,85,916,2006-02-27
2006,10,3,11477,0.0,220,4087,23,43,100,0.0,15,144.0,17,59,901,2006-03-06
2006,11,3,12019,0.0,112,3943,35,9,31,0.0,17,103.0,3,90,790,2006-03-13
2006,12,3,12726,0.0,159,3730,27,42,61,0.0,19,86.0,12,130,755,2006-03-20
2006,13,3,12484,0.0,212,4344,32,52,41,0.0,16,62.0,8,74,901,2006-03-27
2006,14,4,11670,0.0,187,3562,27,44,36,0.0,18,147.0,11,76,811,2006-04-03
2006,15,4,9089,0.0,135,2632,20,38,49,0.0,14,13.0,5,71,1082,2006-04-10
2006,16,4,11215,0.0,162,3688,21,50,48,0.0,19,41.0,7,62,455,2006-04-17
2006,17,4,11690,0.0,147,4031,33,63,57,0.0,15,26.0,8,80,777,2006-04-24
2006,18,5,9731,0.0,203,2572,26,47,32,0.0,10,90.0,24,69,897,2006-05-01
2006,19,5,10401,0.0,134,3555,16,33,40,0.0,16,33.0,10,78,687,2006-05-08
2006,20,5,10749,0.0,203,3910,30,23,39,0.0,13,65.0,12,82,915,2006-05-15
2006,21,5,8614,0.0,258,3203,33,49,43,0.0,19,87.0,9,72,875,2006-05-22
2006,22,5,8743,0.0,128,3123,14,26,47,0.0,26,63.0,9,60,653,2006-05-29
2006,23,6,10577,0.0,175,3829,33,38,50,0.0,25,72.0,18,98,652,2006-06-05
2006,24,6,8826,0.0,148,2741,35,20,51,0.0,25,105.0,11,74,562,2006-06-12
2006,25,6,10737,0.0,144,3921,19,32,55,0.0,37,179.0,20,103,506,2006-06-19
2006,26,6,3830,0.0,169,1431,12,18,33,0.0,12,349.0,12,37,171,2006-06-26
2006,27,7,6717,0.0,136,2480,28,32,38,0.0,34,310.0,13,57,207,2006-07-03
2006,28,7,11186,0.0,271,3875,33,29,64,0.0,76,358.0,11,106,342,2006-07-10
2006,29,7,9550,0.0,156,3469,30,21,43,0.0,26,426.0,13,65,106,2006-07-17
2006,30,7,11416,0.0,222,3972,34,27,27,0.0,53,474.0,18,114,115,2006-07-24
2006,31,7,11538,0.0,212,3834,30,35,28,0.0,39,423.0,23,120,163,2006-07-31
2006,32,8,11595,0.0,268,4109,23,31,53,0.0,47,531.0,20,86,150,2006-08-07
2006,33,8,11916,0.0,263,4149,29,34,42,0.0,56,461.0,19,104,557,2006-08-14
2006,34,8,10841,0.0,277,3689,19,47,56,0.0,28,317.0,18,109,181,2006-08-21
2006,35,8,9450,0.0,283,3183,14,53,32,0.0,33,253.0,12,68,127,2006-08-28
2006,36,9,8008,0.0,224,3361,17,20,22,0.0,29,132.0,13,86,160,2006-09-04
2006,37,9,12409,0.0,291,4745,24,30,42,0.0,51,249.0,11,110,262,2006-09-11
2006,38,9,11657,0.0,227,3912,14,39,27,0.0,38,441.0,18,96,271,2006-09-18
2006,39,9,13082,0.0,325,4514,22,28,44,0.0,43,235.0,16,120,323,2006-09-25
2006,40,10,10833,0.0,297,3548,14,17,45,0.0,37,101.0,13,79,442,2006-10-02
2006,41,10,11448,0.0,224,3909,19,34,42,0.0,63,131.0,10,96,441,2006-10-09
2006,42,10,13169,0.0,236,4741,34,51,39,0.0,42,156.0,4,109,518,2006-10-16
2006,43,10,11145,0.0,237,3552,22,43,48,0.0,46,256.0,12,98,444,2006-10-23
2006,44,10,10427,0.0,247,3688,29,43,46,0.0,36,331.0,23,106,562,2006-10-30
2006,45,11,10236,0.0,183,3524,13,12,24,0.0,31,125.0,12,88,469,2006-11-06
2006,46,11,8434,0.0,208,2857,22,35,56,0.0,24,171.0,4,62,695,2006-11-13
2006,47,11,6193,0.0,138,1893,19,23,17,0.0,23,152.0,7,44,570,2006-11-20
2006,48,11,11826,0.0,191,4210,29,37,32,0.0,28,252.0,13,97,940,2006-11-27
2006,49,12,11832,0.0,198,3910,23,35,54,0.0,24,154.0,8,108,850,2006-12-04
2006,50,12,10779,0.0,199,3404,20,15,21,0.0,21,142.0,6,96,668,2006-12-11
2006,51,12,8135,0.0,165,2277,22,34,44,0.0,15,114.0,10,63,382,2006-12-18
2006,52,12,5900,0.0,149,1856,25,16,31,0.0,28,73.0,5,45,213,2006-12-25
2007,1,1,6694,0.0,67,2308,15,6,10,0.0,6,19.0,6,42,203,2007-01-01
2007,2,1,7104,0.0,78,2430,28,10,15,0.0,16,27.0,3,65,562,2007-01-08
2007,3,1,8105,0.0,71,3096,39,9,15,0.0,12,113.0,7,61,354,2007-01-15
2007,4,1,13385,0.0,176,4603,29,19,29,0.0,20,36.0,8,125,427,2007-01-22
2007,5,1,11361,0.0,168,3268,44,31,32,0.0,20,47.0,11,95,500,2007-01-29
2007,6,2,9736,0.0,166,3099,30,19,43,0.0,11,37.0,5,106,1052,2007-02-05
2007,7,2,7547,0.0,126,2364,39,20,23,0.0,25,85.0,3,68,684,2007-02-12
2007,8,2,9125,0.0,144,2780,28,28,31,0.0,15,49.0,4,63,573,2007-02-19
2007,9,2,10629,0.0,127,3436,22,42,34,0.0,13,95.0,5,98,383,2007-02-26
2007,10,3,10372,0.0,123,3334,34,25,31,0.0,18,33.0,8,68,775,2007-03-05
2007,11,3,9994,0.0,169,2821,29,33,37,0.0,18,42.0,3,79,619,2007-03-12
2007,12,3,8537,0.0,116,3323,23,18,35,0.0,17,30.0,1,99,972,2007-03-19
2007,13,3,12198,0.0,163,3097,33,23,58,0.0,18,57.0,7,103,820,2007-03-26
2007,14,4,10216,0.0,155,3052,43,42,37,0.0,9,53.0,6,91,557,2007-04-02
2007,15,4,3052,0.0,147,2764,35,27,18,0.0,10,42.0,5,84,830,2007-04-09
2007,16,4,10581,0.0,152,3601,34,31,53,0.0,14,36.0,10,117,983,2007-04-16
2007,17,4,10876,0.0,139,3316,33,28,33,0.0,18,41.0,9,91,653,2007-04-23
2007,18,4,11755,0.0,132,3430,31,23,28,0.0,10,86.0,5,79,659,2007-04-30
2007,19,5,11098,0.0,143,3465,25,23,46,0.0,10,77.0,7,99,814,2007-05-07
2007,20,5,10619,0.0,170,2747,71,24,47,0.0,15,81.0,10,89,783,2007-05-14
2007,21,5,8574,0.0,122,2958,22,17,16,0.0,10,36.0,8,72,437,2007-05-21
2007,22,5,6567,0.0,83,1956,20,27,47,0.0,15,44.0,9,55,560,2007-05-28
2007,23,6,9475,0.0,103,2688,18,20,35,0.0,23,168.0,9,89,555,2007-06-04
2007,24,6,10193,0.0,128,3110,25,29,35,0.0,18,207.0,14,125,238,2007-06-11
2007,25,6,10775,0.0,132,3964,22,28,29,0.0,31,248.0,9,107,184,2007-06-18
2007,26,6,8556,0.0,141,2440,24,34,26,0.0,28,296.0,8,83,137,2007-06-25
2007,27,7,10312,0.0,190,3040,32,22,30,0.0,24,225.0,5,88,151,2007-07-02
2007,28,7,10867,0.0,150,3383,15,35,41,0.0,43,511.0,13,119,104,2007-07-09
2007,29,7,11992,0.0,184,4264,25,27,43,0.0,25,583.0,13,117,126,2007-07-16
2007,30,7,11895,0.0,219,3851,28,35,34,0.0,19,462.0,13,109,149,2007-07-23
2007,31,7,10680,0.0,212,3591,25,23,26,0.0,24,398.0,24,131,120,2007-07-30
2007,32,8,13635,0.0,220,4373,23,24,47,0.0,48,381.0,13,114,77,2007-08-06
2007,33,8,12454,0.0,233,4049,18,36,33,0.0,30,372.0,17,136,116,2007-08-13
2007,34,8,12350,0.0,245,4808,19,35,44,0.0,46,297.0,20,150,148,2007-08-20
2007,35,8,11658,0.0,270,3625,12,33,31,0.0,39,237.0,7,95,186,2007-08-27
2007,36,9,8796,0.0,247,2979,12,28,48,0.0,48,307.0,11,82,137,2007-09-03
2007,37,9,14544,0.0,305,4571,26,41,33,0.0,38,355.0,11,153,365,2007-09-10
2007,38,9,11908,0.0,267,4272,30,36,39,0.0,36,351.0,18,146,240,2007-09-17
2007,39,9,10877,0.0,290,3476,18,41,44,0.0,39,229.0,12,136,205,2007-09-24
2007,40,10,11779,0.0,230,3959,15,20,37,0.0,14,59.0,7,136,386,2007-10-01
2007,41,10,11326,0.0,301,3589,12,26,33,0.0,30,120.0,9,99,374,2007-10-08
2007,42,10,11374,0.0,222,3241,25,26,53,0.0,37,271.0,15,101,272,2007-10-15
2007,43,10,9474,0.0,243,3390,15,35,51,0.0,32,217.0,10,133,356,2007-10-22
2007,44,10,10911,0.0,212,3730,26,24,65,0.0,26,219.0,17,131,333,2007-10-29
2007,45,11,10469,0.0,205,3338,27,15,39,0.0,37,234.0,13,155,447,2007-11-05
2007,46,11,7638,0.0,338,2944,15,15,28,0.0,34,211.0,7,67,505,2007-11-12
2007,47,11,7666,0.0,140,2361,19,15,30,0.0,14,136.0,11,61,251,2007-11-19
2007,48,11,12126,0.0,228,4111,18,29,37,0.0,33,183.0,18,157,621,2007-11-26
2007,49,12,11636,0.0,187,3947,33,54,47,0.0,36,159.0,10,146,596,2007-12-03
2007,50,12,11982,0.0,164,3703,15,35,50,0.0,25,142.0,7,239,414,2007-12-10
2007,51,12,5673,0.0,140,1528,28,15,24,0.0,32,61.0,11,53,420,2007-12-17
2007,52,12,4787,0.0,164,1358,31,18,25,0.0,30,50.0,8,30,160,2007-12-24
2008,1,1,7252,0.0,70,2161,27,21,15,0.0,18,37.0,5,86,255,2008-01-07
2008,2,1,10893,0.0,114,3639,42,26,34,0.0,32,114.0,9,102,346,2008-01-14
2008,3,1,9933,0.0,142,2925,46,25,43,0.0,29,131.0,10,103,363,2008-01-21
2008,4,1,10724,0.0,117,2740,41,26,29,0.0,30,153.0,9,90,323,2008-01-28
2008,5,2,9928,0.0,166,2755,33,33,22,0.0,45,166.0,16,133,433,2008-02-04
2008,6,2,11380,0.0,188,3000,44,33,46,0.0,35,255.0,10,85,487,2008-02-11
2008,7,2,9558,0.0,130,2428,21,22,32,0.0,8,28.0,4,96,464,2008-02-18
2008,8,2,8096,0.0,166,2423,30,27,31,0.0,17,34.0,5,72,454,2008-02-25
2008,9,3,8153,0.0,181,3108,37,20,31,0.0,26,57.0,4,85,495,2008-03-03
2008,10,3,7516,0.0,160,2256,33,25,37,0.0,15,44.0,1,108,606,2008-03-10
2008,11,3,10692,0.0,162,2636,24,23,38,0.0,23,28.0,8,105,698,2008-03-17
2008,12,3,12464,0.0,137,3053,24,18,32,0.0,11,41.0,1,100,441,2008-03-24
2008,13,3,12081,0.0,157,3301,37,20,24,0.0,17,29.0,4,129,414,2008-03-31
2008,14,4,13074,0.0,172,3492,29,26,34,0.0,16,41.0,7,120,749,2008-04-07
2008,15,4,12028,0.0,165,3477,37,28,36,0.0,16,52.0,6,109,525,2008-04-14
2008,16,4,13333,0.0,180,3494,33,22,35,0.0,20,96.0,6,96,582,2008-04-21
2008,17,4,11657,0.0,136,2975,24,32,34,0.0,14,13.0,9,111,453,2008-04-28
2008,18,5,12011,0.0,241,3120,18,31,27,0.0,16,64.0,9,131,400,2008-05-05
2008,19,5,11700,0.0,155,3274,41,34,36,0.0,20,54.0,4,94,601,2008-05-12
2008,20,5,11167,0.0,181,2843,31,31,60,0.0,28,102.0,14,103,541,2008-05-19
2008,21,5,9710,0.0,146,2453,46,20,28,0.0,20,77.0,6,72,491,2008-05-26
2008,22,6,9303,0.0,138,2580,20,21,32,0.0,33,75.0,8,75,462,2008-06-02
2008,23,6,12919,0.0,149,3509,30,21,36,0.0,33,83.0,14,78,598,2008-06-09
2008,24,6,12429,0.0,194,3413,31,15,39,0.0,22,190.0,12,145,374,2008-06-16
2008,25,6,12583,0.0,192,3494,35,34,40,0.0,56,312.0,10,123,218,2008-06-23
2008,26,6,11074,0.0,172,3236,20,33,29,0.0,38,284.0,15,112,284,2008-06-30
2008,27,7,9129,0.0,136,2743,21,26,12,0.0,28,255.0,14,70,138,2008-07-07
2008,28,7,11177,0.0,160,3406,36,47,38,0.0,54,447.0,27,111,120,2008-07-14
2008,29,7,9695,0.0,259,2978,17,24,32,0.0,61,545.0,9,116,187,2008-07-21
2008,30,7,10721,0.0,208,3000,18,21,48,0.0,69,670.0,15,90,121,2008-07-28
2008,31,8,11899,0.0,288,3202,24,26,39,0.0,61,571.0,14,120,126,2008-08-04
2008,32,8,9944,0.0,316,2837,17,19,21,0.0,61,574.0,9,125,85,2008-08-11
2008,33,8,12545,0.0,253,3530,26,27,31,0.0,53,541.0,13,122,131,2008-08-18
2008,34,8,10724,0.0,231,3075,21,30,37,0.0,43,350.0,15,101,108,2008-08-25
2008,35,9,7373,0.0,170,2037,25,21,31,0.0,41,216.0,20,75,120,2008-09-01
2008,36,9,11188,0.0,227,2991,6,27,21,0.0,42,222.0,11,134,121,2008-09-08
2008,37,9,12300,0.0,384,3516,20,18,39,0.0,49,452.0,15,100,246,2008-09-15
2008,38,9,13287,0.0,259,3639,21,30,51,0.0,47,244.0,16,122,208,2008-09-22
2008,39,9,13710,0.0,266,3878,22,35,37,0.0,51,403.0,13,121,268,2008-09-29
2008,40,10,9961,0.0,225,2697,18,29,25,0.0,53,268.0,15,115,233,2008-10-06
2008,41,10,13564,0.0,186,3523,18,20,34,0.0,26,255.0,5,160,148,2008-10-13
2008,42,10,12915,0.0,259,3635,20,35,22,0.0,19,62.0,3,112,168,2008-10-20
2008,43,10,13964,0.0,232,3649,24,25,36,0.0,50,487.0,16,138,328,2008-10-27
2008,44,11,11950,0.0,184,2865,11,20,30,0.0,31,222.0,7,124,187,2008-11-03
2008,45,11,8748,0.0,252,1961,21,20,33,0.0,22,236.0,10,77,297,2008-11-10
2008,46,11,12689,0.0,195,2986,27,17,21,0.0,29,244.0,7,88,269,2008-11-17
2008,47,11,9661,0.0,246,1975,25,14,32,0.0,31,400.0,7,83,383,2008-11-24
2008,48,12,7763,0.0,196,1857,26,10,22,0.0,21,286.0,8,78,189,2008-12-01
2008,49,12,12903,0.0,184,3361,26,13,34,0.0,30,355.0,12,78,366,2008-12-08
2008,50,12,12426,0.0,190,3090,27,20,32,0.0,30,419.0,10,133,513,2008-12-15
2008,51,12,6382,0.0,130,1556,27,11,28,0.0,31,391.0,11,44,348,2008-12-22
2008,52,12,4487,0.0,99,1068,12,7,22,0.0,15,186.0,9,25,194,2008-12-29
2008,53,1,7228,0.0,101,1636,24,9,28,0.0,4,16.0,2,52,77,2009-01-05
2009,1,1,8115,0.0,84,2302,30,12,66,0.0,20,56.0,5,97,173,2009-01-05
2009,2,1,7711,0.0,111,1932,19,17,26,0.0,27,15.0,4,82,190,2009-01-12
2009,3,1,9437,0.0,129,2100,30,14,14,0.0,27,37.0,9,93,251,2009-01-19
2009,4,1,12757,0.0,161,2705,32,34,33,0.0,20,42.0,13,112,306,2009-01-26
2009,5,2,11322,0.0,160,2558,36,21,26,0.0,13,70.0,15,94,330,2009-02-02
2009,6,2,8775,0.0,215,1878,30,29,35,0.0,12,42.0,11,66,313,2009-02-09
2009,7,2,11765,0.0,115,2645,24,13,34,0.0,24,48.0,7,101,215,2009-02-16
2009,8,2,11517,0.0,195,2591,20,12,40,0.0,13,51.0,5,110,288,2009-02-23
2009,9,3,11880,0.0,151,2783,33,20,46,0.0,22,47.0,5,106,191,2009-03-02
2009,10,3,12587,0.0,176,2775,30,19,28,0.0,17,65.0,11,116,225,2009-03-09
2009,11,3,10774,0.0,176,2256,34,14,37,0.0,12,66.0,10,95,191,2009-03-16
2009,12,3,11829,0.0,175,2462,26,25,30,0.0,17,96.0,11,108,249,2009-03-23
2009,13,3,13812,0.0,155,2984,26,27,34,0.0,13,95.0,13,116,171,2009-03-30
2009,14,4,11298,0.0,203,2327,41,22,24,0.0,17,77.0,8,74,217,2009-04-06
2009,15,4,11866,0.0,225,2454,26,21,37,0.0,14,100.0,7,106,218,2009-04-13
2009,16,4,11510,0.0,240,3405,22,29,27,0.0,10,103.0,8,96,210,2009-04-20
2009,17,4,8836,0.0,146,1956,19,9,19,0.0,12,101.0,2,89,122,2009-04-27
2009,18,5,11735,0.0,203,2274,30,17,28,0.0,18,121.0,3,95,265,2009-05-04
2009,19,5,10574,0.0,136,2212,27,21,33,0.0,22,106.0,12,106,214,2009-05-11
2009,20,5,8356,0.0,162,1977,43,15,33,0.0,16,119.0,12,72,221,2009-05-18
