Disease,RMSE,MAE,MAPE (%),Test_Start,Test_End,Forecast_End,Test_Observations,Forecast_Observations
chickenpox,23.6457656378425,18.538275679468747,31.412745175785762,2017-01-09,2019-12-30,2022-12-26,156,312
