Date,Forecast
2017-01-09,101.1763640832645
2017-01-16,132.49783810164269
2017-01-23,136.6754736222219
2017-01-30,147.69782303036564
2017-02-06,160.68795934029242
2017-02-13,148.24237054930606
2017-02-20,157.17774660724467
2017-02-27,153.47238663157373
2017-03-06,153.0582956678998
2017-03-13,160.41099301288932
2017-03-20,164.2489631070428
2017-03-27,148.09936930785952
2017-04-03,161.09986027090105
2017-04-10,145.44239554277004
2017-04-17,153.94664761654235
2017-04-24,146.35632414651033
2017-05-01,147.3194475477377
2017-05-08,151.08977598104133
2017-05-15,134.092308082653
2017-05-22,127.35153011836147
2017-05-29,118.24615025619683
2017-06-05,120.16834539756972
2017-06-12,130.94284973237382
2017-06-19,119.03681944641369
2017-06-26,115.82603921939815
2017-07-03,101.2540950845636
2017-07-10,99.39460242651214
2017-07-17,131.4002638192004
2017-07-24,135.90199734508468
2017-07-31,146.6904906205425
2017-08-07,159.55529724709004
2017-08-14,147.03819260145656
2017-08-21,156.0827907706519
2017-08-28,152.9016565362981
2017-09-04,152.03121959783556
2017-09-11,159.35588791546132
2017-09-18,163.2286531724691
2017-09-25,146.98834843191023
2017-10-02,160.45700326709613
2017-10-09,144.26162577911245
2017-10-16,152.94558536741206
2017-10-23,145.06759210025967
2017-10-30,146.33198892296173
2017-11-06,150.11259758571794
2017-11-13,132.80578324830273
2017-11-20,126.5978872670579
2017-11-27,116.97505956424327
2017-12-04,119.24903114781583
2017-12-11,130.93667618450988
2017-12-18,118.0099229206202
2017-12-25,114.90122655561159
2018-01-01,100.04981911223683
2018-01-08,98.44143049486378
2018-01-15,130.44137198364683
2018-01-22,134.9403960040421
2018-01-29,145.73084435007974
2018-02-05,158.59669875063227
2018-02-12,146.08019198773042
2018-02-19,155.12387704451803
2018-02-26,151.93836020829585
2018-03-05,151.07173838718467
2018-03-12,158.39664103147163
2018-03-19,162.2691153959617
2018-03-26,146.02956901179363
2018-04-02,159.4943099303229
2018-04-09,143.30342946963216
2018-04-16,151.98588667751275
2018-04-23,144.11029837084004
2018-04-30,145.37217650482506
2018-05-07,149.15269922339877
2018-05-14,131.84847106627728
2018-05-21,125.63612011575022
2018-05-28,116.01761835058893
2018-06-04,118.28864903299753
2018-06-11,129.96866008335562
2018-06-18,117.05044020895363
2018-06-25,113.94089040831777
2018-07-02,99.0918193180093
2018-07-09,97.4813314350888
2018-07-16,129.48132074308324
2018-07-23,133.9803674153303
2018-07-30,144.77079941669945
2018-08-06,157.6366450577121
2018-08-13,145.12013329642542
2018-08-20,154.16382598696282
2018-08-27,150.97834578991652
2018-09-03,150.11169207388082
2018-09-10,157.43659275916357
2018-09-17,161.30906955555653
2018-09-24,145.069516831421
2018-10-01,158.53429047085106
2018-10-08,142.34337241437157
2018-10-15,151.02584218236643
2018-10-22,143.15023376988154
2018-10-29,144.41213296046305
2018-11-05,148.19265639754235
2018-11-12,130.8884066195852
2018-11-19,124.6760929132359
2018-11-26,115.05755498261966
2018-12-03,117.32861025138088
2018-12-10,129.00868512295213
2018-12-17,116.09039390819855
2018-12-24,112.98085124240606
2018-12-31,98.13176061985318
2019-01-07,96.52129028709169
2019-01-14,128.5212791953107
2019-01-21,133.0203256781851
2019-01-28,143.81075781619796
2019-02-04,156.6766035304416
2019-02-11,144.16009181094216
2019-02-18,153.20378443766032
2019-02-25,150.0183039343053
2019-03-04,149.15165048491573
2019-03-11,156.47655118657602
2019-03-18,160.34902796263793
2019-03-25,144.10947529150542
2019-04-01,157.57424865738412
2019-04-08,141.38333091521076
2019-04-15,150.0658005782013
2019-04-22,142.1901923338039
2019-04-29,143.45209134834923
2019-05-06,147.23261477942168
2019-05-13,129.92836518221785
2019-05-20,123.71605116450193
2019-05-27,114.09751353623403
2019-06-03,116.36856859944984
2019-06-10,128.04864293746664
2019-06-17,115.13035231912858
2019-06-24,112.02080959368782
2019-07-01,97.17171913442725
2019-07-08,95.56124865494391
2019-07-15,127.56123756650513
2019-07-22,132.06028405096268
2019-07-29,142.8507161878332
2019-08-05,155.71656190146462
2019-08-12,143.2000501816158
2019-08-19,152.2437428088675
2019-08-26,149.0582623080733
2019-09-02,148.19160885645454
2019-09-09,155.5165095579779
2019-09-16,159.38898633420976
2019-09-23,143.14943366263415
2019-09-30,156.61420703079975
2019-10-07,140.42328928599878
2019-10-14,149.10575894986715
2019-10-21,141.2301507040645
2019-10-28,142.49204972008152
2019-11-04,146.27257315120423
2019-11-11,128.9683235524892
2019-11-18,122.75600953737634
2019-11-25,113.1374719065808
2019-12-02,115.40852697151497
2019-12-09,127.08860131399238
2019-12-16,114.17031069066819
2019-12-23,111.0607679657261
2019-12-30,96.21167750510038
