Date,Giardiasis,Week,Month,DayOfWeek,Giardiasis_lag_1,Giardiasis_lag_2,Giardiasis_lag_3,Giardiasis_lag_4,Giardiasis_rolling_mean,Giardiasis_rolling_std
2015-01-19,95,4,1,0,101.0,79.0,116.0,135.0,97.75,15.305227865013974
2015-01-26,120,5,1,0,95.0,101.0,79.0,116.0,98.75,16.938614661968874
2015-02-02,120,6,2,0,120.0,95.0,101.0,79.0,109.0,12.935738607954846
2015-02-09,140,7,2,0,120.0,120.0,95.0,101.0,118.75,18.42778698957999
2015-02-16,95,8,2,0,140.0,120.0,120.0,95.0,118.75,18.42778698957999
2015-02-23,129,9,2,0,95.0,140.0,120.0,120.0,121.0,19.16594201528674
2015-03-02,117,10,3,0,129.0,95.0,140.0,120.0,120.25,19.27649691550136
2015-03-09,157,11,3,0,117.0,129.0,95.0,140.0,124.5,25.83924663504466
2015-03-16,128,12,3,0,157.0,117.0,129.0,95.0,132.75,17.05627939108253
2015-03-23,84,13,3,0,128.0,157.0,117.0,129.0,121.5,30.160680805755472
2015-03-30,111,14,3,0,84.0,128.0,157.0,117.0,120.0,30.605010483034746
2015-04-06,109,15,4,0,111.0,84.0,128.0,157.0,108.0,18.12916618784953
2015-04-13,120,16,4,0,109.0,111.0,84.0,128.0,106.0,15.427248620541512
2015-04-20,112,17,4,0,120.0,109.0,111.0,84.0,113.0,4.830458915396482
2015-04-27,98,18,4,0,112.0,120.0,109.0,111.0,109.75,9.105858919765158
2015-05-04,105,19,5,0,98.0,112.0,120.0,109.0,108.75,9.429563439877093
2015-05-11,143,20,5,0,105.0,98.0,112.0,120.0,114.5,19.841034919244173
2015-05-18,88,21,5,0,143.0,105.0,98.0,112.0,108.5,24.03469714114714
2015-05-25,94,22,5,0,88.0,143.0,105.0,98.0,107.5,24.691429012243635
2015-06-01,156,23,6,0,94.0,88.0,143.0,105.0,120.25,34.27705743885649
2015-06-08,96,24,6,0,156.0,94.0,88.0,143.0,108.5,31.848600178553113
2015-06-15,97,25,6,0,96.0,156.0,94.0,88.0,110.75,30.192438346932718
2015-06-22,113,26,6,0,97.0,96.0,156.0,94.0,115.5,28.10100828558767
2015-06-29,95,27,6,0,113.0,97.0,96.0,156.0,100.25,8.539125638299675
2015-07-06,125,28,7,0,95.0,113.0,97.0,96.0,107.5,14.177446878757829
2015-07-13,132,29,7,0,125.0,95.0,113.0,97.0,116.25,16.19413474070165
2015-07-20,140,30,7,0,132.0,125.0,95.0,113.0,123.0,19.646882704388506
2015-07-27,132,31,7,0,140.0,132.0,125.0,95.0,132.25,6.130524719249848
2015-08-03,170,32,8,0,132.0,140.0,132.0,125.0,143.5,18.064698539785642
2015-08-10,199,33,8,0,170.0,132.0,140.0,132.0,160.25,30.576407026769292
2015-08-17,181,34,8,0,199.0,170.0,132.0,140.0,170.5,28.313718700775894
2015-08-24,169,35,8,0,181.0,199.0,170.0,132.0,179.75,13.937359864766352
2015-08-31,165,36,8,0,169.0,181.0,199.0,170.0,178.5,15.264337522473745
2015-09-07,137,37,9,0,165.0,169.0,181.0,199.0,163.0,18.61898672502525
2015-09-14,168,38,9,0,137.0,165.0,169.0,181.0,159.75,15.26160760426851
2015-09-21,161,39,9,0,168.0,137.0,165.0,169.0,157.75,14.127396551853886
2015-09-28,170,40,9,0,161.0,168.0,137.0,165.0,159.0,15.165750888103092
2015-10-05,144,41,10,0,170.0,161.0,168.0,137.0,160.75,11.814539065631509
2015-10-12,186,42,10,0,144.0,170.0,161.0,168.0,165.25,17.538053863907848
2015-10-19,195,43,10,0,186.0,144.0,170.0,161.0,173.75,22.366269246345038
2015-10-26,170,44,10,0,195.0,186.0,144.0,170.0,173.75,22.366269246345038
2015-11-02,225,45,11,0,170.0,195.0,186.0,144.0,194.0,23.108440016582687
2015-11-09,177,46,11,0,225.0,170.0,195.0,186.0,191.75,24.540782383616055
2015-11-16,147,47,11,0,177.0,225.0,170.0,195.0,179.75,32.77575323314477
2015-11-23,86,48,11,0,147.0,177.0,225.0,170.0,158.75,58.1743070435738
2015-11-30,108,49,11,0,86.0,147.0,177.0,225.0,129.5,40.484564959994316
2015-12-07,112,50,12,0,108.0,86.0,147.0,177.0,113.25,25.237207980810126
2015-12-14,142,51,12,0,112.0,108.0,86.0,147.0,112.0,23.036203390894656
2015-12-21,88,52,12,0,142.0,112.0,108.0,86.0,112.5,22.293496809607948
2015-12-28,115,53,12,0,88.0,142.0,112.0,108.0,114.25,22.096379793984347
2016-01-04,84,1,1,0,115.0,88.0,142.0,112.0,107.25,26.949025956423725
2016-01-11,90,2,1,0,84.0,115.0,88.0,142.0,94.25,14.05643387681716
2016-01-18,103,3,1,0,90.0,84.0,115.0,88.0,98.0,13.832329280830944
2016-01-25,113,4,1,0,103.0,90.0,84.0,115.0,97.5,13.025615788386606
2016-02-01,126,5,2,0,113.0,103.0,90.0,84.0,108.0,15.253414918196725
2016-02-08,99,6,2,0,126.0,113.0,103.0,90.0,110.25,12.038133853162892
2016-02-15,111,7,2,0,99.0,126.0,113.0,103.0,112.25,11.05667219374798
2016-02-22,152,8,2,0,111.0,99.0,126.0,113.0,122.0,22.84731931759172
2016-02-29,102,9,2,0,152.0,111.0,99.0,126.0,116.0,24.53568829277059
2016-03-07,123,10,3,0,102.0,152.0,111.0,99.0,122.0,21.771541057077236
2016-03-14,105,11,3,0,123.0,102.0,152.0,111.0,120.5,22.95648056649799
2016-03-21,116,12,3,0,105.0,123.0,102.0,152.0,111.5,9.746794344808956
2016-03-28,124,13,3,0,116.0,105.0,123.0,102.0,117.0,8.755950357709121
2016-04-04,141,14,4,0,124.0,116.0,105.0,123.0,121.5,15.154757228892402
2016-04-11,163,15,4,0,141.0,124.0,116.0,105.0,136.0,20.80064101576359
2016-04-18,143,16,4,0,163.0,141.0,124.0,116.0,142.75,15.966109941581468
2016-04-25,138,17,4,0,143.0,163.0,141.0,124.0,146.25,11.354147553500729
2016-05-02,138,18,5,0,138.0,143.0,163.0,141.0,145.5,11.902380714238081
2016-05-09,102,19,5,0,138.0,138.0,143.0,163.0,130.25,18.9802528961023
2016-05-16,124,20,5,0,102.0,138.0,138.0,143.0,125.5,16.999999999999993
2016-05-23,104,21,5,0,124.0,102.0,138.0,138.0,117.0,17.165857586111635
2016-05-30,88,22,5,0,104.0,124.0,102.0,138.0,104.5,14.82115605027713
2016-06-06,160,23,6,0,88.0,104.0,124.0,102.0,119.0,31.04834939252004
2016-06-13,132,24,6,0,160.0,88.0,104.0,124.0,121.0,31.72801075810878
2016-06-20,95,25,6,0,132.0,160.0,88.0,104.0,118.75,33.59935515254223
2016-06-27,123,26,6,0,95.0,132.0,160.0,88.0,127.5,26.789301347117405
2016-07-04,87,27,7,0,123.0,95.0,132.0,160.0,109.25,21.639085008382395
2016-07-11,115,28,7,0,87.0,123.0,95.0,132.0,105.0,16.81269361722465
2016-07-18,160,29,7,0,115.0,87.0,123.0,95.0,121.25,30.092911679219963
2016-07-25,143,30,7,0,160.0,115.0,87.0,123.0,126.25,32.076730922378395
2016-08-01,141,31,8,0,143.0,160.0,115.0,87.0,139.75,18.57193222760266
2016-08-08,120,32,8,0,141.0,143.0,160.0,115.0,141.0,16.391054470858982
2016-08-15,142,33,8,0,120.0,141.0,143.0,160.0,136.5,11.030261405182845
2016-08-22,201,34,8,0,142.0,120.0,141.0,143.0,151.0,34.84250278036868
2016-08-29,146,35,8,0,201.0,142.0,120.0,141.0,152.25,34.45165695096052
2016-09-05,150,36,9,0,146.0,201.0,142.0,120.0,159.75,27.69326031125021
2016-09-12,158,37,9,0,150.0,146.0,201.0,142.0,163.75,25.32949532330506
2016-09-19,131,38,9,0,158.0,150.0,146.0,201.0,146.25,11.324751652906114
2016-09-26,200,39,9,0,131.0,158.0,150.0,146.0,159.75,29.124731758421394
2016-10-03,120,40,10,0,200.0,131.0,158.0,150.0,152.25,35.61249780624774
2016-10-10,150,41,10,0,120.0,200.0,131.0,158.0,150.25,35.40597877948487
2016-10-17,108,42,10,0,150.0,120.0,200.0,131.0,144.5,41.0
2016-10-24,145,43,10,0,108.0,150.0,120.0,200.0,130.75,20.056171120131573
2016-10-31,150,44,10,0,145.0,108.0,150.0,120.0,138.25,20.303940504246942
2016-11-07,96,45,11,0,150.0,145.0,108.0,150.0,124.75,26.80018656651479
2016-11-14,153,46,11,0,96.0,150.0,145.0,108.0,136.0,26.8700576850888
2016-11-21,82,47,11,0,153.0,96.0,150.0,145.0,120.25,36.554753452868475
2016-11-28,126,48,11,0,82.0,153.0,96.0,150.0,114.25,31.689903754981643
2016-12-05,246,49,12,0,126.0,82.0,153.0,96.0,151.75,69.31269724949391
2016-12-12,112,50,12,0,246.0,126.0,82.0,153.0,141.5,72.04396805655095
2016-12-19,121,51,12,0,112.0,246.0,126.0,82.0,151.25,63.431721822234444
2016-12-26,73,52,12,0,121.0,112.0,246.0,126.0,138.0,74.95331880577403
