Date,Forecast
2017-01-09,73.52295458952588
2017-01-16,94.09334688440292
2017-01-23,101.65251658045986
2017-01-30,109.97114403609412
2017-02-06,119.70446827153349
2017-02-13,103.48867122256476
2017-02-20,110.4724281839344
2017-02-27,117.53207577491762
2017-03-06,110.45505012014283
2017-03-13,118.07469773239393
2017-03-20,114.4047151853153
2017-03-27,115.69335648944508
2017-04-03,119.58152239128519
2017-04-10,118.18419965399865
2017-04-17,118.48863892584664
2017-04-24,115.85766529799864
2017-05-01,120.82031735054001
2017-05-08,122.66774142353381
2017-05-15,121.87567254340144
2017-05-22,110.56608032393433
2017-05-29,100.33447139657666
2017-06-05,108.56249604130534
2017-06-12,114.94613442692824
2017-06-19,115.97490785212509
2017-06-26,115.31677528116829
2017-07-03,119.09413567215888
2017-07-10,116.70176324022266
2017-07-17,152.58125552536652
2017-07-24,155.55323157312526
2017-07-31,164.30238776488204
2017-08-07,174.47443907571028
2017-08-14,165.85263835985842
2017-08-21,178.04558459911047
2017-08-28,172.055047072185
2017-09-04,171.7328111950797
2017-09-11,176.3716662195171
2017-09-18,189.27678381722887
2017-09-25,148.15045485559833
2017-10-02,179.96583471214979
2017-10-09,152.12706820932272
2017-10-16,169.97066534846556
2017-10-23,155.73475453160614
2017-10-30,153.29255892128845
2017-11-06,158.37579433760789
2017-11-13,125.16330253821354
2017-11-20,133.47690532470307
2017-11-27,125.14115670956495
2017-12-04,123.28594661030502
2017-12-11,141.94284329287186
2017-12-18,118.07887445859603
2017-12-25,101.55541276937927
2018-01-01,78.25099105065895
2018-01-08,75.1411964575189
2018-01-15,97.74392763166152
2018-01-22,105.01407605502092
2018-01-29,113.44095854844333
2018-02-05,123.18450436146351
2018-02-12,107.4377787300369
2018-02-19,114.1472030586736
2018-02-26,118.6021600557702
2018-03-05,114.9961181196114
2018-03-12,121.54009178226666
2018-03-19,119.1419740865622
2018-03-26,119.48067337803784
2018-04-02,123.09231729805948
2018-04-09,120.06009618384786
2018-04-16,118.76604068784246
2018-04-23,117.29351630473853
2018-04-30,123.18626620721862
2018-05-07,125.2293987371864
2018-05-14,127.87346253982992
2018-05-21,112.88057658294282
2018-05-28,103.1778990576817
2018-06-04,114.20128133562699
2018-06-11,114.96666026992848
2018-06-18,118.17615686549007
2018-06-25,121.0749209434495
2018-07-02,122.42427144948547
2018-07-09,123.63763664795225
2018-07-16,161.45674851876038
2018-07-23,159.89252524077932
2018-07-30,171.50582953042172
2018-08-06,183.3578348440301
2018-08-13,176.07476718986976
2018-08-20,187.29247327450878
2018-08-27,174.6581289667062
2018-09-03,179.53912004671744
2018-09-10,184.3587615646169
2018-09-17,198.16503694320804
2018-09-24,154.266817949289
2018-10-01,183.4251017732452
2018-10-08,160.0567897438712
2018-10-15,176.95108901398314
2018-10-22,165.78166605421913
2018-10-29,158.52660366346507
2018-11-05,163.7433122294072
2018-11-12,131.95552471942838
2018-11-19,135.54374512193607
2018-11-26,133.83982295644913
2018-12-03,126.51118196107872
2018-12-10,138.64077839643247
2018-12-17,121.98426418172237
2018-12-24,102.70298034420966
2018-12-31,80.9543227757695
2019-01-07,77.38537851321725
2019-01-14,100.79586707586502
2019-01-21,108.22288722442721
2019-01-28,116.87573672408799
2019-02-04,126.86912664025627
2019-02-11,110.73276139481906
2019-02-18,117.58130548629072
2019-02-25,121.88703920713021
2019-03-04,118.51232194191152
2019-03-11,125.10866582972675
2019-03-18,122.75991047856517
2019-03-25,122.9995376502882
2019-04-01,126.66423216136023
2019-04-08,123.37970914665803
2019-04-15,121.88472450018816
2019-04-22,120.47252217060863
2019-04-29,126.5932810355458
2019-05-06,128.69388674167254
2019-05-13,131.73132563887668
2019-05-20,115.98161600222228
2019-05-27,106.07453379173423
2019-06-03,117.64018998410533
2019-06-10,117.86163078802325
2019-06-17,121.34852687101929
2019-06-24,124.6578702678714
2019-07-01,125.7861568856221
