Disease,RMSE,MAE,MAPE,Number_of_Observations,Evaluation_Start,Evaluation_End
Giardiasis,50.99325822755275,43.923645516248904,54.536853965416896,156,2017-01-09 00:00:00,2019-12-30 00:00:00
