Date,Month,WeekOfYear,Year,Week,Chlamydia,Dengue,Giardiasis,Gonorrhea,Haemophilus,HepatitisA,HepatitisB,HepatitisC,Legionellosis,Lyme disease,Malaria,Syphilis,chickenpox
2011-12-12,12,50,2011,50,12532,0,148,2978,34,6,30,12,29,175,7,69,147
2011-12-19,12,51,2011,51,10054,0,135,2326,38,13,23,11,34,221,4,75,113
2011-12-26,12,52,2011,52,9313,1,150,2321,32,15,20,16,31,94,6,33,117
2012-01-02,1,1,2012,1,6839,0,67,1792,32,2,7,6,21,70,4,25,77
2012-01-09,1,2,2012,2,8893,0,90,2329,35,6,11,7,27,119,10,53,130
2012-01-16,1,3,2012,3,11159,0,111,2693,31,4,30,8,16,113,14,58,108
2012-01-23,1,4,2012,4,11755,0,99,2808,20,7,17,5,19,119,12,76,163
2012-01-30,1,5,2012,5,12343,0,110,2841,32,9,19,13,17,92,12,60,157
2012-02-06,2,6,2012,6,11081,0,118,2384,31,13,17,10,19,55,8,77,84
2012-02-13,2,7,2012,7,11262,0,120,2627,35,20,19,14,19,72,1,82,164
2012-02-20,2,8,2012,8,10634,0,100,2350,28,10,34,10,12,83,4,56,175
2012-02-27,2,9,2012,9,12530,0,113,2901,36,16,29,8,17,74,5,77,204
2012-03-05,3,10,2012,10,11288,0,110,2519,21,14,33,17,23,125,6,64,180
2012-03-12,3,11,2012,11,11011,0,106,2553,24,9,21,11,21,66,4,69,207
2012-03-19,3,12,2012,12,13520,0,105,3038,38,15,20,8,15,89,2,112,124
2012-03-26,3,13,2012,13,12363,0,85,2797,24,9,23,6,18,113,9,96,198
2012-04-02,4,14,2012,14,9944,0,93,2264,25,6,28,5,15,113,7,65,120
2012-04-09,4,15,2012,15,13182,0,78,2805,27,7,16,10,23,93,5,73,224
2012-04-16,4,16,2012,16,11971,0,73,2938,26,8,18,12,11,172,5,86,168
2012-04-23,4,17,2012,17,12203,0,95,2635,23,10,83,10,12,135,14,94,157
2012-04-30,4,18,2012,18,11344,0,104,2751,29,22,13,8,14,130,7,47,209
2012-05-07,5,19,2012,19,11984,0,116,2869,32,20,22,5,24,203,10,99,163
2012-05-14,5,20,2012,20,13746,0,128,3259,34,19,28,10,28,95,13,98,140
2012-05-21,5,21,2012,21,9679,0,107,2313,13,11,16,12,37,124,12,50,190
2012-05-28,5,22,2012,22,9035,0,99,2090,18,13,30,10,37,109,8,49,139
2012-06-04,6,23,2012,23,10562,0,117,2430,27,10,19,11,30,127,10,85,110
2012-06-11,6,24,2012,24,7009,0,64,1626,27,15,9,12,24,160,6,56,75
2012-06-18,6,25,2012,25,8940,0,117,2294,18,6,29,7,39,137,13,64,80
2012-06-25,6,26,2012,26,9970,0,94,2267,20,10,20,7,37,212,13,62,39
2012-07-02,7,27,2012,27,8586,0,89,2214,14,7,18,16,35,161,15,42,68
2012-07-09,7,28,2012,28,11728,0,112,2985,22,17,8,15,28,266,18,63,40
2012-07-16,7,29,2012,29,13368,0,213,3370,21,10,24,12,39,248,13,84,71
2012-07-23,7,30,2012,30,11307,1,119,2822,22,11,23,12,22,254,10,65,46
2012-07-30,7,31,2012,31,12947,0,147,3235,22,8,18,17,38,249,12,87,65
2012-08-06,8,32,2012,32,11267,0,143,2893,24,11,19,9,40,236,12,56,79
2012-08-13,8,33,2012,33,14223,0,145,3571,22,8,14,12,37,236,10,106,52
2012-08-20,8,34,2012,34,12677,0,183,3251,22,16,25,21,68,163,17,93,43
2012-08-27,8,35,2012,35,10710,0,169,2710,17,15,22,11,48,138,19,52,57
2012-09-03,9,36,2012,36,10963,0,140,2830,28,13,13,19,31,101,8,68,52
2012-09-10,9,37,2012,37,14471,0,218,3512,15,17,21,24,40,156,20,90,131
2012-09-17,9,38,2012,38,12128,0,194,2847,24,21,20,26,48,173,9,62,99
2012-09-24,9,39,2012,39,16229,0,167,3887,14,10,26,12,35,161,15,97,138
2012-10-01,10,40,2012,40,12870,0,126,3313,20,19,30,15,39,151,12,119,96
2012-10-08,10,41,2012,41,10793,0,127,2487,19,10,19,6,46,75,10,63,131
2012-10-15,10,42,2012,42,13031,0,171,3271,28,12,25,12,45,119,13,94,118
2012-10-22,10,43,2012,43,11030,0,185,2725,16,6,24,13,40,95,6,67,95
2012-10-29,10,44,2012,44,12436,0,100,3131,17,6,12,17,30,100,5,82,107
2012-11-05,11,45,2012,45,10354,0,112,2417,23,12,27,11,23,97,6,87,147
2012-11-12,11,46,2012,46,10999,0,123,2773,24,17,17,8,37,75,3,46,88
2012-11-19,11,47,2012,47,7376,0,120,1595,26,12,14,6,24,86,4,49,95
2012-11-26,11,48,2012,48,12434,0,122,3081,38,12,23,7,40,192,14,79,133
2012-12-03,12,49,2012,49,11765,0,92,2938,38,3,22,11,25,119,4,48,121
2012-12-10,12,50,2012,50,10443,0,106,2595,27,5,16,18,14,89,2,48,145
2012-12-17,12,51,2012,51,7261,0,125,1734,31,21,23,6,18,120,8,28,61
2012-12-24,12,52,2012,52,4664,0,80,956,35,5,15,7,15,54,4,16,11
2012-12-31,12,1,2012,52,4664,0,80,956,35,5,15,7,15,54,4,16,11
2013-01-07,1,2,2013,2,5952,0,47,1421,29,1,11,2,9,33,8,30,39
2013-01-14,1,3,2013,3,11469,0,67,2832,37,8,14,4,16,65,4,75,30
2013-01-21,1,4,2013,4,14066,0,97,3441,26,5,12,5,19,35,13,62,41
2013-01-28,1,5,2013,5,14049,0,116,3192,36,7,20,4,9,30,9,85,32
2013-02-04,2,6,2013,6,13116,0,110,3219,53,18,22,16,21,35,13,72,55
2013-02-11,2,7,2013,7,11026,0,84,2542,40,23,26,15,16,28,10,71,39
2013-02-18,2,8,2013,8,10993,0,127,2497,36,13,18,14,27,44,7,53,104
2013-02-25,2,9,2013,9,9350,0,107,1977,49,12,32,6,23,42,6,54,83
2013-03-04,3,10,2013,10,12629,0,132,2908,32,10,19,15,22,61,6,63,88
2013-03-11,3,11,2013,11,13520,0,118,3098,38,8,10,15,17,25,6,68,76
2013-03-18,3,12,2013,12,12158,0,98,2771,12,6,8,3,16,20,2,86,96
2013-03-25,3,13,2013,13,14284,0,173,3256,30,6,22,9,10,31,4,79,119
2013-04-01,4,14,2013,14,10737,0,119,2435,29,15,18,27,21,36,7,62,84
2013-04-08,4,15,2013,15,10339,0,106,2415,24,7,24,19,14,50,12,59,89
2013-04-15,4,16,2013,16,11043,0,149,2484,39,14,20,7,9,57,6,70,83
2013-04-22,4,17,2013,17,11370,0,125,2583,37,15,23,16,9,47,8,79,101
2013-04-29,4,18,2013,18,12066,0,111,2637,34,7,21,8,13,56,5,80,140
2013-05-06,5,19,2013,19,11255,0,102,2640,32,11,21,8,12,89,11,83,129
2013-05-13,5,20,2013,20,13564,0,117,3054,36,11,34,14,17,69,9,84,111
2013-05-20,5,21,2013,21,13107,0,133,2888,46,13,15,16,25,73,10,76,126
2013-05-27,5,22,2013,22,10577,0,91,2380,23,9,27,9,14,63,11,76,91
2013-06-03,6,23,2013,23,9720,0,100,2290,27,10,19,17,30,76,10,60,88
2013-06-10,6,24,2013,24,14901,0,113,3387,39,14,38,17,51,124,7,135,160
2013-06-17,6,25,2013,25,12269,0,95,2963,17,11,18,10,45,137,6,60,93
2013-06-24,6,26,2013,26,14562,0,149,3517,27,7,18,24,90,209,13,102,82
2013-07-01,7,27,2013,27,10271,0,102,2307,40,10,15,11,105,272,8,68,59
2013-07-08,7,28,2013,28,11275,0,108,2529,19,10,23,6,79,267,9,75,45
2013-07-15,7,29,2013,29,12299,0,157,3164,28,12,25,7,82,456,17,73,63
2013-07-22,7,30,2013,30,14609,0,190,3530,24,17,15,7,117,443,19,109,45
2013-07-29,7,31,2013,31,12016,0,178,2875,25,11,19,14,128,547,17,63,70
2013-08-05,8,32,2013,32,11178,0,214,2641,18,13,22,15,56,518,19,76,35
2013-08-12,8,33,2013,33,10000,0,201,2432,25,15,21,5,39,458,8,75,61
2013-08-19,8,34,2013,34,14383,0,190,3384,31,15,24,19,67,376,7,119,58
2013-08-26,8,35,2013,35,10743,0,185,2546,11,11,9,3,64,354,12,71,97
2013-09-02,9,36,2013,36,11448,1,191,2724,26,10,4,15,53,292,6,90,106
2013-09-09,9,37,2013,37,9375,0,182,2298,26,12,15,6,49,217,24,78,81
2013-09-16,9,38,2013,38,14162,0,196,3411,15,15,21,7,41,232,13,126,105
2013-09-23,9,39,2013,39,15293,0,28,181,5,15,12,15,28,181,5,198,106
2013-09-30,9,40,2013,40,11519,1,186,2873,20,19,24,27,36,118,12,72,95
2013-10-07,10,41,2013,41,14105,0,211,3459,39,19,30,18,52,323,11,91,123
2013-10-14,10,42,2013,42,11592,0,166,2755,28,22,15,8,47,176,4,65,95
2013-10-21,10,43,2013,43,12945,0,187,3214,31,14,18,6,33,148,11,115,160
2013-10-28,10,44,2013,44,14918,0,193,3469,24,17,22,12,33,212,9,112,125
2013-11-04,11,45,2013,45,15559,0,204,3742,25,18,19,13,56,250,10,152,134
2013-11-11,11,46,2013,46,10546,0,140,2448,19,10,15,16,27,113,18,94,114
2013-11-18,11,47,2013,47,12865,0,122,3107,21,7,22,9,25,144,7,98,140
2013-11-25,11,48,2013,48,9305,0,178,2224,16,8,12,8,18,156,5,93,68
2013-12-02,12,49,2013,49,7658,0,104,1723,18,9,24,26,21,81,6,45,78
2013-12-09,12,50,2013,50,11666,0,132,3140,41,13,27,32,46,101,12,94,115
2013-12-16,12,51,2013,51,14062,0,122,3771,34,9,22,16,33,110,7,135,121
2013-12-23,12,52,2013,52,11438,0,186,3117,44,9,29,17,39,70,11,82,97
2013-12-30,12,1,2013,1,5204,0,107,1255,25,9,52,32,20,56,4,40,53
2014-01-06,1,2,2014,2,9183,0,62,2444,26,7,9,1,16,10,7,55,24
2014-01-13,1,3,2014,3,12163,0,102,3067,50,6,15,8,25,16,8,102,50
2014-01-20,1,4,2014,4,10630,0,113,2474,34,8,21,4,29,21,8,86,88
2014-01-27,1,5,2014,5,8724,0,92,2083,23,7,29,10,15,16,9,51,109
2014-02-03,2,6,2014,6,11731,0,129,2738,29,7,24,16,38,31,13,84,67
2014-02-10,2,7,2014,7,12429,0,144,2907,26,8,24,18,17,32,6,103,81
2014-02-17,2,8,2014,8,11336,0,121,2841,35,9,16,12,25,27,10,80,74
2014-02-24,2,9,2014,9,11741,0,93,2815,29,12,16,12,17,24,11,73,83
2014-03-03,3,10,2014,10,12996,0,115,2820,25,8,20,16,13,44,12,120,87
2014-03-10,3,11,2014,11,15078,0,114,3407,30,9,30,6,30,45,8,98,89
2014-03-17,3,12,2014,12,14935,0,121,3386,21,8,22,13,38,25,14,121,68
2014-03-24,3,13,2014,13,11755,0,137,2809,34,9,18,14,30,45,4,82,108
2014-03-31,3,14,2014,14,13592,0,133,2782,33,10,33,20,36,40,10,103,120
2014-04-07,4,15,2014,15,15122,0,127,3324,35,5,24,15,26,67,11,97,94
2014-04-14,4,16,2014,16,9866,0,91,2398,17,6,26,9,29,24,3,82,113
2014-04-21,4,17,2014,17,12436,0,135,3053,31,9,26,17,37,76,12,74,89
2014-04-28,4,18,2014,18,11089,0,93,2501,25,7,25,13,24,489,2,79,125
2014-05-05,5,19,2014,19,12667,0,176,3060,26,16,28,10,34,103,7,126,155
2014-05-12,5,20,2014,20,11358,0,165,2638,33,14,22,15,39,157,10,101,109
2014-05-19,5,21,2014,21,14528,0,174,3246,33,10,31,13,32,177,13,132,147
2014-05-26,5,22,2014,22,10328,0,124,2429,33,15,19,14,27,174,10,91,116
2014-06-02,6,23,2014,23,11963,0,129,2965,28,7,26,12,37,178,11,127,118
2014-06-09,6,24,2014,24,12251,0,145,2861,36,14,32,12,37,243,17,119,146
2014-06-16,6,25,2014,25,12296,0,117,2909,32,4,31,8,44,270,10,125,124
2014-06-23,6,26,2014,26,13326,0,148,3074,27,10,12,11,67,333,18,95,102
2014-06-30,6,27,2014,27,10933,0,146,2609,32,11,23,10,93,429,22,104,74
2014-07-07,7,28,2014,28,8309,0,99,2045,30,8,23,17,93,363,23,73,65
2014-07-14,7,29,2014,29,11712,0,145,2911,39,9,25,25,70,509,14,105,53
2014-07-21,7,30,2014,30,13456,0,181,3281,28,8,17,17,59,439,34,109,79
2014-07-28,7,31,2014,31,11418,0,172,2873,35,11,18,14,79,500,13,97,84
2014-08-04,8,32,2014,32,13679,0,185,3310,26,15,95,22,102,494,24,88,79
2014-08-11,8,33,2014,33,13271,0,182,3167,30,15,68,8,57,403,19,112,65
2014-08-18,8,34,2014,34,12035,0,227,3213,31,12,70,16,85,370,25,108,58
2014-08-25,8,35,2014,35,14406,0,225,3577,33,11,16,16,62,393,30,137,64
2014-09-01,9,36,2014,36,11230,0,218,2680,22,8,23,9,76,324,25,87,87
2014-09-08,9,37,2014,37,9257,0,145,2337,15,14,20,8,56,238,27,56,81
2014-09-15,9,38,2014,38,13665,0,217,3462,20,14,32,4,60,289,31,111,114
2014-09-22,9,39,2014,39,12947,0,186,3249,21,5,28,11,74,230,13,102,119
2014-09-29,9,40,2014,40,12832,0,248,2752,22,9,25,16,79,228,18,85,110
2014-10-06,10,41,2014,41,11751,0,203,2803,23,10,23,20,57,194,22,89,123
2014-10-13,10,42,2014,42,14412,0,183,3370,24,9,14,6,60,169,16,131,106
2014-10-20,10,43,2014,43,14113,0,195,3176,33,8,27,11,41,157,12,103,86
2014-10-27,10,44,2014,44,10689,0,159,2460,24,10,13,7,61,153,17,98,120
2014-11-03,11,45,2014,45,12714,0,167,3049,27,8,15,8,73,140,14,92,141
2014-11-10,11,46,2014,46,10750,0,182,2559,21,9,13,19,54,135,9,95,138
2014-11-17,11,47,2014,47,13327,0,125,3271,19,11,25,7,56,141,13,85,123
2014-11-24,11,48,2014,48,10344,0,125,2229,23,13,16,14,44,230,5,70,101
2014-12-01,12,49,2014,49,8692,0,110,1918,26,5,28,29,40,82,5,59,69
2014-12-08,12,50,2014,50,15322,0,138,3876,34,12,25,29,49,110,13,145,73
2014-12-15,12,51,2014,51,12752,0,124,2966,21,12,13,11,44,176,7,98,71
2014-12-22,12,52,2014,52,13540,0,135,3222,28,15,31,20,43,112,16,137,100
2014-12-29,12,1,2014,1,5554,0,116,1669,27,3,7,4,33,51,2,54,47
2015-01-05,1,2,2014,2,9889,0,79,2908,47,9,13,18,26,64,8,90,32
2015-01-12,1,3,2015,3,10577,0,101,2182,47,10,19,10,44,28,8,67,68
2015-01-19,1,4,2015,4,13282,0,95,3028,40,7,24,13,32,33,8,101,58
2015-01-26,1,5,2015,5,14212,0,120,2996,39,6,13,18,30,30,7,97,70
2015-02-02,2,6,2015,6,14619,0,120,4052,35,11,26,6,40,82,5,129,81
2015-02-09,2,7,2015,7,10355,1,140,2375,35,12,26,7,25,55,4,80,57
2015-02-16,2,8,2015,8,10450,0,95,2552,22,8,20,9,36,33,4,80,105
2015-02-23,2,9,2015,9,10986,0,129,3,33,8,109,7,37,38,3,113,99
2015-03-02,3,10,2015,10,11754,0,117,3665,24,9,33,38,25,39,6,101,96
2015-03-09,3,11,2015,11,13248,0,157,3126,37,11,27,16,31,42,7,121,101
2015-03-16,3,12,2015,12,14341,0,128,3574,28,14,22,16,30,35,2,139,93
2015-03-23,3,13,2015,13,15184,0,84,3551,38,8,24,14,38,48,1,136,107
2015-03-30,3,14,2015,14,10759,0,111,2535,33,7,38,11,39,39,4,107,73
2015-04-06,4,15,2015,15,10252,0,109,2404,33,20,19,8,32,46,3,136,85
2015-04-13,4,16,2015,16,15619,0,120,3875,29,15,29,16,39,47,9,143,136
2015-04-20,4,17,2015,17,14881,0,112,3538,49,20,24,9,34,59,7,164,115
2015-04-27,4,18,2015,18,12090,0,98,3,31,9,24,13,45,789,5,99,122
2015-05-04,5,19,2015,19,12255,0,105,3,52,10,29,11,34,1331,8,101,102
2015-05-11,5,20,2015,20,11831,0,143,2950,28,20,23,11,49,784,24,94,115
2015-05-18,5,21,2015,21,9930,0,88,2,32,10,20,12,48,52,10,99,72
2015-05-25,5,22,2015,22,10343,0,94,2778,33,14,20,13,42,94,11,79,76
2015-06-01,6,23,2015,23,12149,0,156,3118,44,14,18,4,48,158,11,153,80
2015-06-08,6,24,2015,24,11384,0,96,2892,33,10,26,9,40,181,13,120,76
2015-06-15,6,25,2015,25,15433,0,97,4264,32,13,20,9,58,292,16,129,66
2015-06-22,6,26,2015,26,9890,0,113,2600,40,13,26,14,47,331,17,93,62
2015-06-29,6,27,2015,27,10683,0,95,2769,33,13,21,23,60,328,12,95,41
2015-07-06,7,28,2015,28,16612,0,125,4047,44,21,23,15,132,494,33,137,58
2015-07-13,7,29,2015,29,14282,0,132,3680,33,13,35,16,116,525,17,145,51
2015-07-20,7,30,2015,30,12659,0,140,3416,34,16,25,15,126,540,19,146,58
2015-07-27,7,31,2015,31,12010,0,132,3072,19,20,23,18,112,522,8,106,48
2015-08-03,8,32,2015,32,12184,0,170,3271,50,12,30,19,102,509,20,128,52
2015-08-10,8,33,2015,33,12127,0,199,2983,38,11,29,15,164,435,29,134,61
2015-08-17,8,34,2015,34,12976,0,181,3325,24,16,20,12,73,406,33,129,55
2015-08-24,8,35,2015,35,17278,0,169,4207,21,16,32,13,65,284,25,174,82
2015-08-31,8,36,2015,36,13825,0,165,3379,30,13,25,12,57,305,17,112,66
2015-09-07,9,37,2015,37,12519,0,137,3465,83,11,36,13,61,202,24,111,58
2015-09-14,9,38,2015,38,17174,0,168,4886,31,15,20,10,57,267,17,144,126
2015-09-21,9,39,2015,39,16407,0,161,4534,29,18,33,12,76,188,19,140,137
2015-09-28,9,40,2015,40,16254,0,170,4512,37,12,25,15,91,249,12,146,95
2015-10-05,10,41,2015,41,15590,0,144,4206,34,15,40,17,59,231,16,130,105
2015-10-12,10,42,2015,42,16011,0,186,4255,32,10,24,12,85,153,13,123,85
2015-10-19,10,43,2015,43,17106,0,195,4482,27,7,17,13,71,176,14,150,100
2015-10-26,10,44,2015,44,17221,0,170,5004,44,7,29,14,55,167,20,137,115
2015-11-02,11,45,2015,45,14740,0,225,4030,36,13,35,10,37,210,15,96,84
2015-11-09,11,46,2015,46,16571,0,177,4299,24,10,22,10,39,130,15,90,90
2015-11-16,11,47,2015,47,15040,0,147,4018,29,5,44,10,39,133,22,130,106
2015-11-23,11,48,2015,48,10963,0,86,2779,29,7,15,21,37,90,6,75,66
2015-11-30,11,49,2015,49,16152,0,108,4795,36,19,37,17,45,178,19,140,98
2015-12-07,12,50,2015,50,16685,0,112,4882,44,13,21,14,42,139,10,191,97
2015-12-14,12,51,2015,51,15286,0,142,4167,34,16,22,8,37,118,7,134,109
2015-12-21,12,52,2015,52,10247,0,88,2878,39,7,19,16,31,80,9,80,54
2015-12-28,12,53,2015,53,11024,0,115,3207,44,13,29,13,23,71,8,99,59
2016-01-04,1,1,2016,1,11455,0,84,3871,55,9,20,9,38,48,11,66,78
2016-01-11,1,2,2016,2,12933,0,90,3751,52,12,16,7,28,49,4,99,81
2016-01-18,1,3,2016,3,13503,0,103,3711,44,5,24,13,52,55,5,74,55
2016-01-25,1,4,2016,4,13615,0,113,3725,52,13,21,12,32,53,4,99,119
2016-02-01,2,5,2016,5,12431,0,126,3118,52,16,23,13,26,56,13,67,84
2016-02-08,2,6,2016,6,14148,1,99,3714,44,17,19,7,18,62,10,73,98
2016-02-15,2,7,2016,7,10756,0,111,2738,42,10,21,15,29,39,5,56,65
2016-02-22,2,8,2016,8,13048,0,152,3131,37,7,30,12,26,47,8,94,106
2016-02-29,2,9,2016,9,15739,0,102,3949,57,14,20,10,21,53,6,91,97
2016-03-07,3,10,2016,10,16259,0,123,4109,41,12,16,13,26,54,8,93,57
2016-03-14,3,11,2016,11,15580,0,105,3969,33,7,20,4,30,50,5,96,78
2016-03-21,3,12,2016,12,15595,0,116,3966,44,10,15,6,40,73,10,84,92
2016-03-28,3,13,2016,13,14552,0,124,3976,36,14,33,15,35,78,7,89,97
2016-04-04,4,14,2016,14,16154,0,141,3862,43,4,18,11,25,57,5,108,97
2016-04-11,4,15,2016,15,16220,0,163,3895,107,11,31,12,26,55,10,87,97
2016-04-18,4,16,2016,16,14126,0,143,3411,37,19,19,10,25,635,13,99,86
2016-04-25,4,17,2016,17,15551,0,138,4040,48,18,18,13,22,64,12,126,89
2016-05-02,5,18,2016,18,16725,0,138,4190,39,11,13,18,27,342,6,97,95
2016-05-09,5,19,2016,19,14789,0,102,4582,37,13,19,14,29,416,14,126,123
2016-05-16,5,20,2016,20,16236,0,124,4665,27,12,19,15,30,350,17,125,95
2016-05-23,5,21,2016,21,12822,0,104,3392,46,14,24,12,27,120,5,92,100
2016-05-30,5,22,2016,22,11258,0,88,3159,44,13,16,11,25,78,10,76,78
2016-06-06,6,23,2016,23,14733,1,160,4140,35,10,19,18,50,187,21,94,105
2016-06-13,6,24,2016,24,14490,0,132,4190,29,22,15,14,38,287,21,86,54
2016-06-20,6,25,2016,25,16054,0,95,4617,28,7,24,12,47,295,14,90,66
2016-06-27,6,26,2016,26,14724,0,123,4168,30,8,20,15,51,362,21,118,49
2016-07-04,7,27,2016,27,12121,0,87,3501,24,5,9,6,55,284,13,71,34
2016-07-11,7,28,2016,28,12489,0,115,3832,30,15,25,15,56,448,15,55,56
2016-07-18,7,29,2016,29,14708,0,160,4418,36,16,22,24,64,501,20,97,44
2016-07-25,7,30,2016,30,11800,0,143,3538,23,22,24,15,44,452,19,109,45
2016-08-01,8,31,2016,31,15396,0,141,4651,22,9,9,6,47,331,13,96,43
2016-08-08,8,32,2016,32,16501,1,120,4756,36,15,19,22,67,410,29,88,41
2016-08-15,8,33,2016,33,16039,0,142,4774,22,24,25,14,57,273,20,103,43
2016-08-22,8,34,2016,34,17130,0,201,5109,26,44,27,9,59,316,43,113,53
2016-08-29,8,35,2016,35,15552,2,146,4546,20,52,21,18,78,232,27,101,65
2016-09-05,9,36,2016,36,13638,1,150,4230,33,35,16,12,78,196,16,99,79
2016-09-12,9,37,2016,37,17043,0,158,5149,37,23,20,7,74,195,36,115,95
2016-09-19,9,38,2016,38,17126,0,131,5167,29,26,31,11,81,236,28,121,85
2016-09-26,9,39,2016,39,15114,0,200,4494,39,10,19,12,43,218,25,97,91
2016-10-03,10,40,2016,40,14456,0,120,4291,26,8,13,7,51,125,16,80,52
2016-10-10,10,41,2016,41,15623,0,150,4962,26,21,28,7,101,171,18,91,74
2016-10-17,10,42,2016,42,14764,0,108,4413,38,15,14,14,109,182,24,88,74
2016-10-24,10,43,2016,43,15259,0,145,4483,44,21,17,9,78,140,25,102,85
2016-10-31,10,44,2016,44,14732,0,150,4607,29,13,20,9,91,176,18,100,88
2016-11-07,11,45,2016,45,12753,0,96,3853,25,11,21,6,52,104,13,86,89
2016-11-14,11,46,2016,46,8685,0,153,2408,33,8,17,12,70,72,8,76,73
2016-11-21,11,47,2016,47,9693,0,82,3123,34,11,14,6,47,71,11,64,38
2016-11-28,11,48,2016,48,15345,0,126,4970,58,14,33,9,77,156,13,105,76
2016-12-05,12,49,2016,49,15890,0,246,4912,49,16,32,13,74,82,21,109,105
2016-12-12,12,50,2016,50,16791,0,112,5091,49,8,36,13,66,97,13,110,79
2016-12-19,12,51,2016,51,8998,0,121,2699,35,11,18,10,43,113,11,68,44
2016-12-26,12,52,2016,52,7522,1,73,2323,21,6,19,8,32,77,10,44,44
2017-01-02,1,1,2017,1,8286,1,59,2673,35,7,13,4,43,0,10,57,38
2017-01-09,1,2,2017,2,12393,0,87,4092,39,7,23,9,41,0,11,85,50
2017-01-16,1,3,2017,3,12149,0,80,3529,33,10,16,6,36,0,15,80,71
2017-01-23,1,4,2017,4,16566,0,113,4898,59,9,17,10,24,0,21,116,75
2017-01-30,1,5,2017,5,17219,0,91,4896,36,11,23,11,30,0,11,122,73
2017-02-06,2,6,2017,6,14398,0,95,4215,50,12,11,9,35,0,7,90,57
2017-02-13,2,7,2017,7,14804,0,100,5994,33,11,19,8,35,0,18,88,76
2017-02-20,2,8,2017,8,13450,0,90,3913,30,11,16,17,24,0,8,84,81
2017-02-27,2,9,2017,9,15113,0,96,4676,33,11,24,13,21,0,7,93,81
2017-03-06,3,10,2017,10,14420,0,46,4254,32,13,22,8,18,0,8,93,87
2017-03-13,3,11,2017,11,11612,0,54,3342,37,10,27,10,20,0,5,60,79
2017-03-20,3,12,2017,12,15023,0,115,4350,33,13,22,12,12,0,9,122,84
2017-03-27,3,13,2017,13,14739,0,117,4321,49,17,27,10,24,0,6,123,60
2017-04-03,4,14,2017,14,15810,0,126,4831,39,12,27,14,28,0,8,110,75
2017-04-10,4,15,2017,15,12684,0,80,3783,45,13,10,10,19,0,14,80,54
2017-04-17,4,16,2017,16,15778,0,93,4812,56,8,19,12,24,0,11,126,69
2017-04-24,4,17,2017,17,15756,0,124,4870,41,8,12,11,39,0,2,79,89
2017-05-01,5,18,2017,18,15819,0,131,4631,48,22,22,13,37,0,14,111,92
2017-05-08,5,19,2017,19,16370,0,96,4852,46,11,23,11,35,0,14,101,88
2017-05-15,5,20,2017,20,14259,0,116,4188,50,16,15,13,45,0,9,120,68
2017-05-22,5,21,2017,21,13699,0,117,4091,47,18,29,16,60,0,23,107,74
2017-05-29,5,22,2017,22,12343,0,90,4001,38,7,11,4,64,0,19,87,55
2017-06-05,6,23,2017,23,12187,0,111,3747,52,19,21,15,55,0,16,66,52
2017-06-12,6,24,2017,24,15383,0,122,5208,47,19,29,22,72,0,18,117,41
2017-06-19,6,25,2017,25,15172,0,110,4885,49,8,18,13,39,0,5,107,43
2017-06-26,6,26,2017,26,12933,0,97,4310,39,14,10,7,50,0,18,103,33
2017-07-03,7,27,2017,27,12812,0,81,4480,34,8,18,4,91,0,14,71,35
2017-07-10,7,28,2017,28,14110,0,146,4745,45,16,26,10,117,0,12,98,60
2017-07-17,7,29,2017,29,14410,0,161,4944,35,17,15,16,92,0,25,79,64
2017-07-24,7,30,2017,30,17711,0,119,5975,35,14,14,10,111,0,18,115,39
2017-07-31,7,31,2017,31,16803,0,103,5629,29,12,11,12,80,0,20,120,42
2017-08-07,8,32,2017,32,18367,0,141,5835,28,18,13,11,84,0,26,126,55
2017-08-14,8,33,2017,33,17421,0,169,5667,29,14,16,5,57,0,23,108,50
2017-08-21,8,34,2017,34,15967,0,130,4974,34,18,12,9,77,0,35,115,47
2017-08-28,8,35,2017,35,15529,0,150,4987,35,14,17,8,91,0,25,109,46
2017-09-04,9,36,2017,36,8751,0,112,2955,29,16,11,5,66,0,28,51,48
2017-09-11,9,37,2017,37,14166,0,164,4826,35,18,36,12,84,0,23,62,51
2017-09-18,9,38,2017,38,18303,0,201,6088,28,17,14,8,107,0,17,151,101
2017-09-25,9,39,2017,39,17587,0,151,5853,41,22,10,3,63,0,22,113,64
2017-10-02,10,40,2017,40,17789,0,177,5825,34,18,14,5,51,0,16,114,71
2017-10-09,10,41,2017,41,16519,0,112,5327,45,19,12,7,46,0,15,111,70
2017-10-16,10,42,2017,42,16186,0,132,5565,37,20,6,8,74,0,20,100,67
2017-10-23,10,43,2017,43,12924,0,159,4354,36,10,8,7,83,0,20,61,98
2017-10-30,10,44,2017,44,16908,0,98,5621,43,23,11,5,89,0,21,108,94
2017-11-06,11,45,2017,45,9893,0,84,3338,39,18,10,8,52,0,6,53,76
2017-11-13,11,46,2017,46,11710,0,91,4005,40,22,10,16,62,0,7,66,100
2017-11-20,11,47,2017,47,9044,0,67,2834,30,10,5,4,34,0,8,55,62
2017-11-27,11,48,2017,48,15800,0,99,5705,68,12,9,19,54,0,18,98,104
2017-12-04,12,49,2017,49,14228,0,87,4868,49,28,9,8,35,0,11,119,66
2017-12-11,12,50,2017,50,15557,4,109,5226,38,21,10,10,23,0,7,111,84
2017-12-18,12,51,2017,51,4452,0,67,1483,44,17,5,3,12,0,8,29,57
