Date,Forecast
2017-01-09,107.44155662886115
2017-01-16,110.06405664694479
2017-01-23,112.55794550268729
2017-01-30,114.92566924741406
2017-02-06,117.17020914449854
2017-02-13,119.29498187376993
2017-02-20,121.30374947789228
2017-02-27,123.2005388856557
2017-03-06,124.98957066736745
2017-03-13,126.67519654819371
2017-03-20,128.26184511787486
2017-03-27,129.75397512197097
2017-04-03,131.15603569382566
2017-04-10,132.4724328817614
2017-04-17,133.7075018375504
2017-04-24,134.8654840556492
2017-05-01,135.95050908449807
2017-05-08,136.9665801685235
2017-05-15,137.91756332002993
2017-05-22,138.8071793621604
2017-05-29,139.63899852616746
2017-06-05,140.4164372273495
2017-06-12,141.14275668344945
2017-06-19,141.82106307657196
2017-06-26,142.4543089944507
2017-07-03,143.04529591899862
2017-07-10,143.59667755945898
2017-07-17,144.110963854143
2017-07-24,144.59052548878762
2017-07-31,145.0375988011069
2017-08-07,145.4542909602926
2017-08-14,145.84258532721495
2017-08-21,146.20434691605251
2017-08-28,146.5413278912145
2017-09-04,146.8551730448917
2017-09-11,147.1474252105343
2017-09-18,147.4195305761806
2017-09-25,147.6728438689773
2017-10-02,147.90863338859927
2017-10-09,148.12808587269222
2017-10-16,148.33231118206427
2017-10-23,148.5223467972272
2017-10-30,148.69916212113267
2017-11-06,148.86366258565397
2017-11-13,149.01669356158365
2017-11-20,149.15904407374128
2017-11-27,149.29145032424813
2017-12-04,149.4145990281963
2017-12-11,149.52913056684804
2017-12-18,149.6356419641988
2017-12-25,149.73468969324205
2018-01-01,149.82679231863867
2018-01-08,149.91243298271638
2018-01-15,149.99206174184602
2018-01-22,150.06609776028134
2018-01-29,150.1349313685022
2018-02-05,150.19892599301483
2018-02-12,150.25841996441298
2018-02-19,150.31372821033347
2018-02-26,150.3651438397298
2018-03-05,150.412939624663
2018-03-12,150.4573693855735
2018-03-19,150.49866928574144
2018-03-26,150.53705904039504
2018-04-02,150.57274304566687
2018-04-09,150.6059114323425
2018-04-16,150.6367410490958
2018-04-23,150.6653963796543
2018-04-30,150.6920303981006
2018-05-07,150.71678536627638
2018-05-14,150.73979357703698
2018-05-21,150.76117804687834
2018-05-28,150.78105316125826
2018-06-04,150.79952527572743
2018-06-11,150.8166932758015
2018-06-18,150.83264909832099
2018-06-25,150.84747821687714
2018-07-02,150.86126009371645
2018-07-09,150.8740686003876
2018-07-16,150.88597240924292
2018-07-23,150.8970353577775
2018-07-30,150.90731678765331
2018-08-06,150.91687186013797
2018-08-13,150.92575184957485
2018-08-20,150.93400441638934
2018-08-27,150.9416738610423
2018-09-03,150.94880136024085
2018-09-10,150.95542518663473
2018-09-17,150.9615809131377
2018-09-24,150.9673016029413
2018-10-01,150.97261798621273
2018-10-08,150.9775586244026
2018-10-15,150.9821500630237
2018-10-22,150.98641697370525
2018-10-29,150.99038228626824
2018-11-05,150.9940673115212
2018-11-12,150.99749185542132
2018-11-19,151.00067432520768
2018-11-26,151.00363182806717
2018-12-03,151.00638026285515
2018-12-10,151.00893440535907
2018-12-17,151.01130798755682
2018-12-24,151.01351377129214
2018-12-31,151.01556361675748
2019-01-07,151.01746854615118
2019-01-14,151.0192388028454
2019-01-21,151.0208839063832
2019-01-28,151.02241270359616
2019-02-04,151.02383341611653
2019-02-11,151.0251536845366
2019-02-18,151.0263806094528
2019-02-25,151.02752078961248
2019-03-04,151.02858035736915
2019-03-11,151.02956501163385
2019-03-18,151.03048004850032
2019-03-25,151.0313303897087
2019-04-01,151.03212060909792
2019-04-08,151.03285495719118
2019-04-15,151.03353738404377
2019-04-22,151.03417156047902
2019-04-29,151.03476089782143
2019-05-06,151.0353085662383
2019-05-13,151.03581751178464
2019-05-20,151.03629047224277
2019-05-27,151.03672999184468
2019-06-03,151.0371384349526
2019-06-10,151.03751799877375
2019-06-17,151.03787072517585
2019-06-24,151.03819851166813
2019-07-01,151.03850312160625
2019-07-08,151.0387861936759
2019-07-15,151.03904925070592
2019-07-22,151.0392937078591
2019-07-29,151.03952088024326
2019-08-05,151.0397319899848
2019-08-12,151.03992817280275
2019-08-19,151.0401104841168
2019-08-26,151.04027990472485
2019-09-02,151.0404373460786
2019-09-09,151.0405836551863
2019-09-16,151.04071961916887
2019-09-23,151.04084596949411
2019-09-30,151.0409633859114
2019-10-07,151.0410725001084
2019-10-14,151.04117389910883
2019-10-21,151.0412681284306
2019-10-28,151.04135569502057
2019-11-04,151.0414370699812
2019-11-11,151.0415126911051
2019-11-18,151.04158296523048
2019-11-25,151.04164827042905
2019-12-02,151.04170895804094
2019-12-09,151.0417653545636
2019-12-16,151.04181776340928
2019-12-23,151.0418664665369
2019-12-30,151.0419117259687
2020-01-06,151.04195378520038
2020-01-13,151.04199287051068
2020-01-20,151.04202919217866
2020-01-27,151.04206294561507
2020-02-03,151.0420943124142
2020-02-10,151.0421234613296
2020-02-17,151.04215054918313
2020-02-24,151.04217572170816
2020-03-02,151.04219911433321
2020-03-09,151.04222085291158
2020-03-16,151.0422410543973
2020-03-23,151.04225982747508
2020-03-30,151.0422772731447
2020-04-06,151.0422934852645
2020-04-13,151.04230855105618
2020-04-20,151.04232255157467
2020-04-27,151.04233556214288
2020-05-04,151.04234765275845
2020-05-11,151.04235888846944
2020-05-18,151.0423693297245
2020-05-25,151.042379032698
2020-06-01,151.04238804959235
2020-06-08,151.04239642891895
2020-06-15,151.04240421575903
2020-06-22,151.04241145200623
2020-06-29,151.04241817659175
2020-07-06,151.04242442569432
2020-07-13,151.04243023293446
2020-07-20,151.0424356295554
2020-07-27,151.04244064459118
2020-08-03,151.04244530502302
