,Date,Giardiasis
187,2020-08-03,116.17677233234846
188,2020-08-10,134.32546588594812
189,2020-08-17,186.39311428242758
190,2020-08-24,133.31876750562773
191,2020-08-31,143.8659884645083
192,2020-09-07,141.8525917038675
193,2020-09-14,129.48755620018872
194,2020-09-21,174.99458687714673
195,2020-09-28,132.3522594072299
196,2020-10-05,159.27121425010964
197,2020-10-12,125.74408843219034
198,2020-10-19,146.568601357309
199,2020-10-26,149.64294813410885
200,2020-11-02,102.57529973762944
201,2020-11-09,146.0957271752283
202,2020-11-16,94.73739005186995
203,2020-11-23,115.62955137346799
204,2020-11-30,217.14328043074647
205,2020-12-07,123.96712876258994
206,2020-12-14,115.25111910914842
207,2020-12-21,96.52104810179087
208,2020-12-28,90.54852258235692
209,2021-01-04,109.46474927537245
