,Date,chickenpox
187,2020-08-03,39.54211659058747
188,2020-08-10,39.21889469041601
189,2020-08-17,43.33753991984206
190,2020-08-24,45.121595648344886
191,2020-08-31,46.47734701183934
192,2020-09-07,54.90585683222385
193,2020-09-14,55.32288502567259
194,2020-09-21,52.223940801987816
195,2020-09-28,48.62017111219553
196,2020-10-05,49.296363073196794
197,2020-10-12,50.92895339536721
198,2020-10-19,53.73436596756248
199,2020-10-26,53.372316122493835
200,2020-11-02,52.71085338534084
201,2020-11-09,51.6849546855503
202,2020-11-16,43.02823160533821
203,2020-11-23,49.22958212604193
204,2020-11-30,53.79726298266531
205,2020-12-07,49.69480194105438
206,2020-12-14,41.344967963143624
207,2020-12-21,38.792110084093565
208,2020-12-28,40.63061738318695
209,2021-01-04,43.30598116940905
